Year,Player Name,Team,Position,Region,Seed,Season PPG,R1,R2,R3,R4,R5,R6,Total
2013,A.J. Davis,North Carolina A&T State University,G,East,16,,7,0,0,0,0,0,7
2013,Aaron Bowen,North Carolina A&T State University,F,East,16,,8,0,0,0,0,0,8
2013,Aaron Craft,North Carolina A&T State University,G,East,16,,4,18,13,9,0,0,44
2013,Adonis Thomas,North Carolina A&T State University,G-F,East,16,,12,5,0,0,0,0,17
2013,Adreian Payne,North Carolina A&T State University,C,East,16,,7,14,14,0,0,0,35
2013,Adrian Powell,North Carolina A&T State University,F,East,16,,8,0,0,0,0,0,8
2013,Agunwa Okolie,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Aleksej Rostov,North Carolina A&T State University,F,East,16,,11,0,0,0,0,0,11
2013,Alex Barlow,North Carolina A&T State University,G,East,16,,10,4,0,0,0,0,14
2013,Alex Gauna,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Alex Kirk,North Carolina A&T State University,C,East,16,,22,0,0,0,0,0,22
2013,Alex Murphy,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Alex Nesbitt,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Alex Olsen,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Alex Oriakhi,North Carolina A&T State University,F,East,16,,16,0,0,0,0,0,16
2013,Alex Rogers,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Alioune Diouf,North Carolina A&T State University,G,East,16,,5,0,0,0,0,0,5
2013,Allen Crabbe,North Carolina A&T State University,G,East,16,,19,8,0,0,0,0,27
2013,Amath M'Baye,North Carolina A&T State University,F,East,16,,8,0,0,0,0,0,8
2013,Amedeo Della Valle,North Carolina A&T State University,G,East,16,,2,0,0,0,0,0,2
2013,Amile Jefferson,North Carolina A&T State University,F,East,16,,0,2,0,0,0,0,2
2013,Amir Williams,North Carolina A&T State University,C,East,16,,2,1,2,0,0,0,5
2013,Andre Hollins,North Carolina A&T State University,G,East,16,,28,25,0,0,0,0,53
2013,Andre Ingram,North Carolina A&T State University,F,East,16,,0,4,0,0,0,0,4
2013,Andre Nation,North Carolina A&T State University,G,East,16,,24,0,0,0,0,0,24
2013,Andre Roberson,North Carolina A&T State University,F,East,16,,9,0,0,0,0,0,9
2013,Andre Yates,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Andrew Bock,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Andrew Fitzgerald,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Andrew Smith,North Carolina A&T State University,C,East,16,,14,17,0,0,0,0,31
2013,Andrew White III,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Andy Martin,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,Angel Rodriguez,North Carolina A&T State University,G,East,16,,2,0,0,0,0,0,2
2013,Angelo Chol,North Carolina A&T State University,F,East,16,,0,2,0,0,0,0,2
2013,Anthony Bennett,North Carolina A&T State University,F,East,16,,15,0,0,0,0,0,15
2013,Anthony Booker,North Carolina A&T State University,F,East,16,,6,2,0,0,0,0,8
2013,Anthony Lee,North Carolina A&T State University,F,East,16,,3,10,0,0,0,0,13
2013,Anthony Marshall,North Carolina A&T State University,G,East,16,,7,0,0,0,0,0,7
2013,Anthony Perez,North Carolina A&T State University,F,East,16,,0,2,0,0,0,0,2
2013,Antonio Barton,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Arman Marks,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Arsalan Kazemi,North Carolina A&T State University,F,East,16,,11,8,11,0,0,0,30
2013,Askia Booker,North Carolina A&T State University,G,East,16,,14,0,0,0,0,0,14
2013,Austin Adams,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Austin Burgett,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Austin Chatman,North Carolina A&T State University,G,East,16,,8,7,0,0,0,0,15
2013,Austin Hollins,North Carolina A&T State University,G,East,16,,16,10,0,0,0,0,26
2013,Austin McBeth,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Austin Witter,North Carolina A&T State University,F,East,16,,3,0,0,0,0,0,3
2013,Avery Dingman,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,B.J. West,North Carolina A&T State University,F-C,East,16,,4,0,0,0,0,0,4
2013,Bak Bak,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Bandja Sy,North Carolina A&T State University,F,East,16,,17,0,0,0,0,0,17
2013,Baye Moussa Keita,North Carolina A&T State University,C,East,16,,2,11,3,0,4,0,20
2013,Beau Levesque,North Carolina A&T State University,F,East,16,,7,0,0,0,0,0,7
2013,Ben Boggs,North Carolina A&T State University,G,East,16,,15,0,0,0,0,0,15
2013,Ben Brackney,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Ben Brust,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Ben Carter,North Carolina A&T State University,F,East,16,,0,0,1,0,0,0,1
2013,Ben McLemore,North Carolina A&T State University,G,East,16,,11,2,20,0,0,0,33
2013,Bernard Thompson,North Carolina A&T State University,G,East,16,,23,23,6,0,0,0,52
2013,Blake Jenkins,North Carolina A&T State University,F,East,16,,6,0,0,0,0,0,6
2013,Blake McLimans,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,Blake Metcalf,North Carolina A&T State University,C,East,16,,2,0,0,0,0,0,2
2013,Bobby Capobianco,North Carolina A&T State University,F,East,16,,5,0,0,0,0,0,5
2013,Brad Waldow,North Carolina A&T State University,F,East,16,,17,0,0,0,0,0,17
2013,Branden Dawson,North Carolina A&T State University,F,East,16,,7,1,4,0,0,0,12
2013,Brandon Ashley,North Carolina A&T State University,F,East,16,,6,6,4,0,0,0,16
2013,Brandon Baker,North Carolina A&T State University,F,East,16,,1,0,0,0,0,0,1
2013,Brandon Harris,North Carolina A&T State University,G,East,16,,3,0,0,0,0,0,3
2013,Brandon Moore,North Carolina A&T State University,C,East,16,,7,0,0,0,0,0,7
2013,Brandon Paul,North Carolina A&T State University,G,East,16,,17,18,0,0,0,0,35
2013,Brandon Smith,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Brandon Triche,North Carolina A&T State University,G,East,16,,20,8,14,9,11,0,62
2013,Brandon Williams,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Braxton Ogbueze,North Carolina A&T State University,G,East,16,,0,0,0,2,0,0,2
2013,Brayden Carlson,North Carolina A&T State University,G,East,16,,20,0,0,0,0,0,20
2013,Brett Comer,North Carolina A&T State University,G,East,16,,12,10,4,0,0,0,26
2013,Brian Fitzpatrick,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Brian Walsh,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Brian Williams,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Briante Weber,North Carolina A&T State University,G,East,16,,4,8,0,0,0,0,12
2013,Brice Johnson,North Carolina A&T State University,F,East,16,,2,2,0,0,0,0,4
2013,Brison White,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Bruce Beckford,North Carolina A&T State University,F,East,16,,12,0,0,0,0,0,12
2013,Bryce Dejean-Jones,North Carolina A&T State University,G,East,16,,15,0,0,0,0,0,15
2013,Bryson Johnson,North Carolina A&T State University,G,East,16,,9,0,0,0,0,0,9
2013,Bubu Palo,North Carolina A&T State University,G,East,16,,3,0,0,0,0,0,3
2013,Buddy Hield,North Carolina A&T State University,G,East,16,,4,0,0,0,0,0,4
2013,C.J. Fair,North Carolina A&T State University,F,East,16,,13,18,11,13,22,0,77
2013,C.J. Leslie,North Carolina A&T State University,F,East,16,,20,0,0,0,0,0,20
2013,Caden Dickerson,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Cameron Ayers,North Carolina A&T State University,G,East,16,,9,0,0,0,0,0,9
2013,Cameron Bairstow,North Carolina A&T State University,F,East,16,,15,0,0,0,0,0,15
2013,Cameron Biedscheid,North Carolina A&T State University,G,East,16,,1,0,0,0,0,0,1
2013,Cameron Clark,North Carolina A&T State University,G,East,16,,4,0,0,0,0,0,4
2013,Cameron Monroe,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Cameron Wright,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Caris LeVert,North Carolina A&T State University,C,East,16,,0,0,0,0,8,0,8
2013,Carl Hall,North Carolina A&T State University,F,East,16,,11,8,16,8,13,0,56
2013,Carlos Emory,North Carolina A&T State University,F,East,16,,12,14,10,0,0,0,36
2013,Carmelo Betancourt,North Carolina A&T State University,G,East,16,,3,0,0,0,0,0,3
2013,Casey Prather,North Carolina A&T State University,F,East,16,,4,7,11,7,0,0,29
2013,Cashmere Wright,North Carolina A&T State University,C,East,16,,15,0,0,0,0,0,15
2013,Chad Adams,North Carolina A&T State University,G-F,East,16,,0,0,0,0,0,0,0
2013,Chad Lang,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,Chad White,North Carolina A&T State University,G,East,16,,2,0,0,0,0,0,2
2013,Chadrack Lufile,North Carolina A&T State University,F,East,16,,2,0,0,0,2,0,4
2013,Chane Behanan,North Carolina A&T State University,F,East,16,,8,5,7,8,10,15,53
2013,Charles Cooke,North Carolina A&T State University,G,East,16,,18,0,0,0,0,0,18
2013,Chase Fieler,North Carolina A&T State University,F,East,16,,9,11,12,0,0,0,32
2013,Chase Stigall,North Carolina A&T State University,G,East,16,,0,3,0,0,0,0,3
2013,Chase Tapley,North Carolina A&T State University,G,East,16,,10,17,0,0,0,0,27
2013,Chauncey Gilliam,North Carolina A&T State University,F,East,16,,7,0,0,0,0,0,7
2013,Cheikh Mbodj,North Carolina A&T State University,C,East,16,,2,0,0,0,0,0,2
2013,Chris Babb,North Carolina A&T State University,G,East,16,,7,5,0,0,0,0,12
2013,Chris Crawford,North Carolina A&T State University,G,East,16,,5,6,0,0,0,0,11
2013,Chris Czerapowicz,North Carolina A&T State University,G,East,16,,5,0,0,0,0,0,5
2013,Chris Otule,North Carolina A&T State University,C,East,16,,11,2,11,2,0,0,26
2013,Chris Page,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Christian Watford,North Carolina A&T State University,F,East,16,,9,9,13,0,0,0,31
2013,Christian Webster,North Carolina A&T State University,G,East,16,,11,8,0,0,0,0,19
2013,Christophe Varidel,North Carolina A&T State University,G,East,16,,0,11,10,0,0,0,21
2013,Christopher Hyder,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Cleanthony Early,North Carolina A&T State University,F,East,16,,21,16,8,12,24,0,81
2013,Clint Mann,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Cody Ellis,North Carolina A&T State University,F,East,16,,12,2,0,0,0,0,14
2013,Cody Zeller,North Carolina A&T State University,F,East,16,,11,15,10,0,0,0,36
2013,Coleton Baker,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Colin Beatty,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Colton Iverson,North Carolina A&T State University,F-C,East,16,,4,9,0,0,0,0,13
2013,Corey Person,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Corvon Butler,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Cory Remekun,North Carolina A&T State University,F,East,16,,11,1,0,0,0,0,12
2013,Craig Bradshaw,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Curtis Dennis,North Carolina A&T State University,G-F,East,16,,0,0,0,0,0,0,0
2013,D.J. Peterson,North Carolina A&T State University,G,East,16,,3,0,0,0,0,0,3
2013,D.J. Richardson,North Carolina A&T State University,G,East,16,,14,5,0,0,0,0,19
2013,D'Vauntes Smith-Rivera,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Dadrian Harris,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,DaJuan Coleman,North Carolina A&T State University,C,East,16,,12,0,0,0,0,0,12
2013,Dajuan Graf,North Carolina A&T State University,G,East,16,,1,0,0,0,0,0,1
2013,DaMetrius Upchurch,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Damyean Dotson,North Carolina A&T State University,G,East,16,,17,23,12,0,0,0,52
2013,Dan Chapman,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Daniel Bejarano,North Carolina A&T State University,G,East,16,,9,10,0,0,0,0,19
2013,Daniel Mullings,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Daniel Ochefu,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Dante Taylor,North Carolina A&T State University,F,East,16,,5,0,0,0,0,0,5
2013,Darius Theus,North Carolina A&T State University,G,East,16,,4,2,0,0,0,0,6
2013,Darrun Hilliard,North Carolina A&T State University,G,East,16,,18,0,0,0,0,0,18
2013,DaShawn Gomez,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Davante Gardner,North Carolina A&T State University,F,East,16,,9,8,14,14,0,0,45
2013,Dave Wiegmann,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,David Hinton,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,David Kravish,North Carolina A&T State University,F,East,16,,6,4,0,0,0,0,10
2013,David Laury,North Carolina A&T State University,F,East,16,,14,0,0,0,0,0,14
2013,David Nyarsuk,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,David Stockton,North Carolina A&T State University,G,East,16,,4,4,0,0,0,0,8
2013,David Wear,North Carolina A&T State University,F,East,16,,10,0,0,0,0,0,10
2013,De'Mon Brooks,North Carolina A&T State University,F,East,16,,11,0,0,0,0,0,11
2013,Demetric Williams,North Carolina A&T State University,G,East,16,,3,0,0,3,0,0,6
2013,Demetrius Treadwell,North Carolina A&T State University,F,East,16,,15,0,0,0,0,0,15
2013,Denzel Valentine,North Carolina A&T State University,G,East,16,,0,9,4,0,0,0,13
2013,DeQuan Hicks,North Carolina A&T State University,F,East,16,,12,0,0,0,0,0,12
2013,Derek Elston,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Derick Beltran,North Carolina A&T State University,G,East,16,,21,0,0,0,0,0,21
2013,Derrick Millinghaus,North Carolina A&T State University,G,East,16,,0,1,0,0,0,0,1
2013,Derrick Nix,North Carolina A&T State University,F,East,16,,23,13,9,0,0,0,45
2013,Derrick Wilson,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,DeSean Anderson,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Deshaun Thomas,North Carolina A&T State University,F,East,16,,24,22,20,23,0,0,89
2013,Deshawn Stephens,North Carolina A&T State University,F,East,16,,7,10,0,0,0,0,17
2013,Desmond Hubert,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Devon Moore,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,DeVon Walker,North Carolina A&T State University,F,East,16,,3,0,0,0,0,0,3
2013,Dexter Strickland,North Carolina A&T State University,G,East,16,,2,9,0,0,0,0,11
2013,Dillon Graham,North Carolina A&T State University,G,East,16,,2,0,0,3,0,0,5
2013,DJ Evans,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,DJ Stephens,North Carolina A&T State University,G-F,East,16,,9,3,0,0,0,0,12
2013,Dominic Artis,North Carolina A&T State University,G,East,16,,13,0,12,0,0,0,25
2013,Dominique Behohn-Tolly,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Dorian Green,North Carolina A&T State University,G,East,16,,26,6,0,0,0,0,32
2013,Doug McDermott,North Carolina A&T State University,F,East,16,,27,21,0,0,0,0,48
2013,Drew Barham,North Carolina A&T State University,G,East,16,,0,3,0,0,0,0,3
2013,Durand Johnson,North Carolina A&T State University,F,East,16,,3,0,0,0,0,0,3
2013,Durand Scott,North Carolina A&T State University,G,East,16,,21,6,10,0,0,0,37
2013,Dustin Adams,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Dwayne Evans,North Carolina A&T State University,F,East,16,,24,16,0,0,0,0,40
2013,E.J. Singler,North Carolina A&T State University,F,East,16,,8,14,15,0,0,0,37
2013,Earnest Ross,North Carolina A&T State University,G,East,16,,11,0,0,0,0,0,11
2013,Eddie Murray,North Carolina A&T State University,F,East,16,,9,0,2,0,0,0,11
2013,Ehimen Orukpe,North Carolina A&T State University,C,East,16,,1,2,2,2,0,0,7
2013,Elias  Harris,North Carolina A&T State University,F,East,16,,5,12,0,0,0,0,17
2013,Elijah Johnson,North Carolina A&T State University,G,East,16,,5,5,13,0,0,0,23
2013,Elliott Eliason,North Carolina A&T State University,C,East,16,,6,0,0,0,0,0,6
2013,Enoch Hood,North Carolina A&T State University,F,East,16,,2,0,0,0,0,0,2
2013,Eric Atkins,North Carolina A&T State University,G,East,16,,7,0,0,0,0,0,7
2013,Eric Hutchison,North Carolina A&T State University,C,East,16,,3,0,0,0,0,0,3
2013,Eric McKnight,North Carolina A&T State University,F,East,16,,0,9,2,0,0,0,11
2013,Eric Weary Jr.,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Erik Buggs,North Carolina A&T State University,G,East,16,,14,0,0,0,0,0,14
2013,Erik Fromm,North Carolina A&T State University,F,East,16,,0,6,0,0,0,0,6
2013,Erik Jay Murphy,North Carolina A&T State University,F-C,East,16,,18,15,4,0,0,0,37
2013,Erik Swoope,North Carolina A&T State University,F,East,16,,6,0,6,0,0,0,12
2013,Eso Akunne,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Ethan Wragge,North Carolina A&T State University,F,East,16,,12,3,0,0,0,0,15
2013,Evan Cummins,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Evan Manning,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Evan Ravenel,North Carolina A&T State University,F,East,16,,11,1,0,0,0,0,12
2013,Filip Cvjeticanin,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Frank Kaminsky,North Carolina A&T State University,F,East,16,,2,0,0,0,0,0,2
2013,Fred Richardson III,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Fred VanVleet,North Carolina A&T State University,G,East,16,,1,13,7,12,3,0,36
2013,Gabe York,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Garrick Sherman,North Carolina A&T State University,C,East,16,,4,0,0,0,0,0,4
2013,Garvin Hunt,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,Gary Bell Jr.,North Carolina A&T State University,G,East,16,,11,0,0,0,0,0,11
2013,Gary Harris,North Carolina A&T State University,G,East,16,,10,23,6,0,0,0,39
2013,Gary Johnson,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Gary Roberson,North Carolina A&T State University,G-F,East,16,,0,0,0,0,0,0,0
2013,Gary Stewart,North Carolina A&T State University,G,East,16,,3,0,0,0,0,0,3
2013,Ge'Lawn Guyn,North Carolina A&T State University,G,East,16,,2,0,0,0,0,0,2
2013,Geoffrey Groselle,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,George Fant,North Carolina A&T State University,F,East,16,,10,0,0,0,0,0,10
2013,George Marshall,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Georges Niang,North Carolina A&T State University,F,East,16,,19,8,0,0,0,0,27
2013,Geron Johnson,North Carolina A&T State University,G,East,16,,2,16,0,0,0,0,18
2013,Gerson Santo,North Carolina A&T State University,F,East,16,,4,0,0,0,0,0,4
2013,Glenn Robinson III,North Carolina A&T State University,F,East,16,,21,14,13,6,10,12,76
2013,Gorgui Dieng,North Carolina A&T State University,C,East,16,,8,12,10,14,0,8,52
2013,Grandy Glaze,North Carolina A&T State University,F,East,16,,2,2,0,0,0,0,4
2013,Grant Gibbs,North Carolina A&T State University,G,East,16,,5,8,0,0,0,0,13
2013,Grant Jerrett,North Carolina A&T State University,F,East,16,,4,0,7,0,0,0,11
2013,Greg Smith,North Carolina A&T State University,F,East,16,,12,14,0,0,0,0,26
2013,Gregory Echenique,North Carolina A&T State University,C,East,16,,13,9,0,0,0,0,22
2013,Griffin Hoffmann,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Guy Landry Edi,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Hanner Mosquera-Perea,North Carolina A&T State University,F,East,16,,3,0,0,0,0,0,3
2013,Holden Mobley,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Hugh Greenwood,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Ian Clark,North Carolina A&T State University,G,East,16,,21,0,0,0,0,0,21
2013,Isaiah Cousins,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,J.J. Mann,North Carolina A&T State University,G,East,16,,13,0,0,0,0,0,13
2013,J.J. O'Brien,North Carolina A&T State University,F,East,16,,6,2,0,0,0,0,8
2013,J.P. Tokoto,North Carolina A&T State University,F,East,16,,0,2,0,0,0,0,2
2013,Jabari Brown,North Carolina A&T State University,G,East,16,,14,0,0,0,0,0,14
2013,Jabril Trawick,North Carolina A&T State University,G,East,16,,11,0,0,0,0,0,11
2013,Jack Cooley,North Carolina A&T State University,F,East,16,,14,0,0,0,0,0,14
2013,Jackson Simmons,North Carolina A&T State University,F,East,16,,1,2,0,0,0,0,3
2013,Jacob Iati,North Carolina A&T State University,G,East,16,,15,0,0,0,0,0,15
2013,Jacob Kurtz,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Jacob Wiley,North Carolina A&T State University,F,East,16,,5,0,0,0,0,0,5
2013,Jahenns Manigat,North Carolina A&T State University,G,East,16,,2,2,0,0,0,0,4
2013,Jake Barnett,North Carolina A&T State University,F,East,16,,0,2,0,0,0,0,2
2013,Jake Bittle,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Jake Cohen,North Carolina A&T State University,F,East,16,,20,0,0,0,0,0,20
2013,Jake Kretzer,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Jake Lorbach,North Carolina A&T State University,F,East,16,,1,0,0,0,0,0,1
2013,Jake O'Brien,North Carolina A&T State University,F,East,16,,18,0,0,0,0,0,18
2013,Jake Thomas,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Jake White,North Carolina A&T State University,F,East,16,,0,5,0,0,2,0,7
2013,Jalan West,North Carolina A&T State University,G,East,16,,5,0,0,0,0,0,5
2013,Jamaal Franklin,North Carolina A&T State University,G,East,16,,21,20,0,0,0,0,41
2013,Jamal Crook,North Carolina A&T State University,G,East,16,,13,0,0,0,0,0,13
2013,Jamal Fenton,North Carolina A&T State University,G,East,16,,6,0,0,0,0,0,6
2013,Jamari Traylor,North Carolina A&T State University,F,East,16,,2,0,2,0,0,0,4
2013,Jameel Grace,North Carolina A&T State University,G,East,16,,4,0,0,0,0,0,4
2013,James Bell,North Carolina A&T State University,G,East,16,,4,0,0,0,0,0,4
2013,James Hulbin,North Carolina A&T State University,F,East,16,,3,0,0,0,0,0,3
2013,James Michael McAdoo,North Carolina A&T State University,F,East,16,,17,11,0,0,0,0,28
2013,James Rahon,North Carolina A&T State University,G,East,16,,17,12,0,0,0,0,29
2013,James Robinson,North Carolina A&T State University,G,East,16,,7,0,0,0,0,0,7
2013,James Southerland,North Carolina A&T State University,F,East,16,,9,14,5,16,5,0,49
2013,Jamil Wilson,North Carolina A&T State University,F,East,16,,14,13,16,3,0,0,46
2013,JaQuon Parker,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,Jared Berggren,North Carolina A&T State University,F-C,East,16,,8,0,0,0,0,0,8
2013,Jarred Guest,North Carolina A&T State University,F,East,16,,2,0,0,0,0,0,2
2013,Jarvis Summers,North Carolina A&T State University,G,East,16,,9,12,0,0,0,0,21
2013,Javan Mitchell,North Carolina A&T State University,C,East,16,,7,0,0,0,0,0,7
2013,Jayson Guerrier,North Carolina A&T State University,G-F,East,16,,0,0,0,0,0,0,0
2013,JayVaughn Pinkston,North Carolina A&T State University,F,East,16,,20,0,0,0,0,0,20
2013,Je'lon Hornbeak,North Carolina A&T State University,G,East,16,,5,0,0,0,0,0,5
2013,Jean Louisme,North Carolina A&T State University,G,East,16,,8,0,0,0,0,0,8
2013,Jeff Howard,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Jeff Laidig,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Jeff Withey,North Carolina A&T State University,C,East,16,,17,16,12,0,0,0,45
2013,Jerami Grant,North Carolina A&T State University,F,East,16,,5,0,4,1,4,0,14
2013,Jeremy Adams,North Carolina A&T State University,G,East,16,,1,0,0,0,0,0,1
2013,Jeremy Hollowell,North Carolina A&T State University,F,East,16,,1,3,0,0,0,0,4
2013,Jeremy Underwood,North Carolina A&T State University,G,East,16,,2,0,0,0,0,0,2
2013,Jerian Grant,North Carolina A&T State University,G,East,16,,9,0,0,0,0,0,9
2013,Jermaine Sanders,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Jerrell Wright,North Carolina A&T State University,F,East,16,,21,8,16,0,0,0,45
2013,JJ Moore,North Carolina A&T State University,F,East,16,,6,0,0,0,0,0,6
2013,Joe Coleman,North Carolina A&T State University,G,East,16,,14,4,0,0,0,0,18
2013,Joe De Ciman,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Joe Jackson,North Carolina A&T State University,G,East,16,,14,12,0,0,0,0,26
2013,Joe Willman,North Carolina A&T State University,F,East,16,,20,0,0,0,0,0,20
2013,Joel James,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Joey LePak,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,John Caprio,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,John Manning,North Carolina A&T State University,C,East,16,,0,0,0,0,0,0,0
2013,John Puk,North Carolina A&T State University,C,East,16,,2,0,0,0,0,0,2
2013,Johnathan Loyd,North Carolina A&T State University,G,East,16,,5,9,5,0,0,0,19
2013,Jon Horford,North Carolina A&T State University,C,East,16,,2,0,0,6,4,0,12
2013,Jon Octeus,North Carolina A&T State University,G,East,16,,12,6,0,0,0,0,18
2013,Jonah Travis,North Carolina A&T State University,F,East,16,,2,5,0,0,0,0,7
2013,Jordair Jett,North Carolina A&T State University,G,East,16,,2,11,0,0,0,0,13
2013,Jordan Coleman,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
2013,Jordan Dykstra,North Carolina A&T State University,F,East,16,,12,0,0,0,0,0,12
2013,Jordan Giusti,North Carolina A&T State University,G,East,16,,4,0,0,0,0,0,4
2013,Jordan Gregory,North Carolina A&T State University,G,East,16,,5,0,0,0,0,0,5
2013,Jordan Henriquez,North Carolina A&T State University,F,East,16,,17,0,0,0,0,0,17
2013,Jordan Hulls,North Carolina A&T State University,G,East,16,,10,5,0,0,0,0,15
2013,Jordan Morgan,North Carolina A&T State University,F,East,16,,0,0,2,0,3,2,7
2013,Jordan Turner,North Carolina A&T State University,F,East,16,,0,0,0,0,0,0,0
2013,Jordin Mayes,North Carolina A&T State University,G,East,16,,3,8,0,0,0,0,11
2013,Joseph Bertrand,North Carolina A&T State University,G,East,16,,1,4,0,0,0,0,5
2013,Josh Bartelstein,North Carolina A&T State University,G,East,16,,0,0,0,0,0,0,0
